,alcohol,residual sugar,fixed acidity,pH,free sulfur dioxide,quality
3229,11.0,1.1,6.2,3.48,42.0,0
3230,9.4,6.6,6.7,2.96,60.0,0
3231,11.5,7.0,6.8,2.98,27.0,0
3232,12.5,14.5,6.7,3.14,6.0,0
3233,11.9,11.8,6.2,3.18,21.0,0
3234,10.4,3.0,6.6,3.26,22.0,0
3235,11.2,3.7,5.7,3.22,57.0,0
3236,12.5,6.0,6.9,3.11,44.0,0
3237,11.0,4.6,6.4,3.18,43.0,0
3238,9.8,2.5,7.6,3.09,37.0,0
3239,12.3,3.3,6.6,3.1,29.0,0
3240,11.0,1.0,6.4,3.18,29.0,0
3241,12.6,1.1,5.8,3.1,19.0,0
3242,11.6,1.4,7.0,3.31,42.0,0
3243,12.3,3.3,6.6,3.1,29.0,0
3244,13.4,8.55,6.7,3.19,20.0,0
3245,9.8,2.5,7.6,3.09,37.0,0
3246,11.5,6.7,6.8,3.18,39.0,0
3247,11.6,3.8,7.7,3.04,46.0,0
3248,11.1,4.5,6.4,3.18,41.0,0
3249,11.0,4.6,6.4,3.18,43.0,0
3250,11.3,4.2,6.7,3.06,52.0,0
3251,9.9,11.3,6.7,3.08,64.0,0
3252,12.6,5.5,7.1,3.06,31.0,1
3253,11.8,4.2,5.3,3.3,37.0,1
3254,11.4,2.2,7.1,3.03,54.0,0
3255,9.2,14.5,7.4,3.1,39.0,0
3256,9.2,14.5,7.4,3.1,39.0,0
3257,9.2,14.5,7.4,3.1,39.0,0
3258,9.2,14.5,7.4,3.1,39.0,0
3259,9.2,14.5,7.4,3.1,39.0,0
3260,9.2,14.5,7.4,3.1,39.0,0
3261,13.0,1.5,6.3,3.21,24.0,0
3262,9.3,18.75,7.6,3.1,32.0,0
3263,12.6,3.6,6.5,3.22,36.0,1
3264,9.6,1.4,5.9,3.34,60.0,0
3265,8.0,5.1,4.2,3.42,64.0,0
3266,11.8,10.5,8.1,3.11,34.0,0
3267,10.2,2.0,5.8,3.21,39.0,0
3268,12.7,2.6,7.5,3.32,26.0,0
3269,9.4,9.2,6.6,3.31,42.0,0
3270,10.2,1.8,6.4,3.1,21.0,0
3271,12.0,5.7,6.5,3.28,27.0,0
3272,11.3,2.4,7.5,3.08,29.0,0
3273,11.8,1.9,6.4,3.32,40.0,0
3274,10.9,1.4,6.1,3.45,40.0,0
3275,9.8,0.9,6.5,3.14,32.0,0
3276,12.2,4.6,6.6,3.23,29.0,1
3277,11.1,1.4,6.4,3.23,21.0,0
3278,9.4,9.2,6.6,3.31,42.0,0
3279,11.4,1.4,7.4,3.06,23.0,0
3280,10.2,1.8,6.4,3.1,21.0,0
3281,12.8,2.3,6.5,3.13,20.0,0
3282,10.1,2.3,6.7,3.07,43.0,0
3283,9.4,4.4,6.6,2.93,35.0,0
3284,12.2,6.4,8.0,2.91,38.0,0
3285,10.9,2.9,6.8,3.07,40.0,0
3286,10.9,2.8,6.8,3.06,40.0,0
3287,10.9,2.9,6.8,3.07,40.0,0
3288,9.4,4.4,6.6,2.93,35.0,0
3289,9.4,8.2,6.6,3.14,60.0,0
3290,11.4,1.0,7.8,3.08,10.0,0
3291,12.9,2.9,5.6,3.17,21.0,1
3292,9.4,7.0,6.6,3.14,59.0,0
3293,12.0,1.8,6.8,2.91,29.0,0
3294,10.1,1.5,7.3,3.38,19.0,0
3295,9.4,7.0,6.6,3.14,59.0,0
3296,9.4,8.2,6.6,3.14,60.0,0
3297,9.2,7.6,6.5,3.17,54.0,0
3298,11.8,2.3,6.3,3.34,43.0,0
3299,12.3,8.7,6.8,3.0,31.0,0
3300,11.4,1.0,7.8,3.08,10.0,0
3301,12.9,2.9,5.6,3.17,21.0,1
3302,12.3,6.7,6.6,3.13,26.0,0
3303,13.5,5.0,6.3,3.27,36.0,0
3304,12.8,1.9,6.0,3.29,41.0,0
3305,12.8,2.0,6.3,3.04,33.0,0
3306,12.8,1.9,6.0,3.29,41.0,0
3307,11.0,8.5,9.4,2.9,124.0,0
3308,10.6,12.6,6.4,3.2,19.0,0
3309,12.4,5.2,6.7,3.16,35.0,0
3310,12.9,2.1,6.3,3.22,33.0,0
3311,11.1,1.1,6.0,3.54,67.0,0
3312,12.9,1.3,5.9,3.08,36.0,0
3313,11.8,1.1,7.3,3.1,14.0,0
3314,9.1,9.2,6.6,3.23,66.0,0
3315,12.7,1.2,5.8,3.09,19.0,0
3316,12.0,1.1,5.8,3.16,31.0,0
3317,11.2,8.3,5.6,3.24,32.0,0
3318,12.4,1.8,6.6,3.19,26.0,0
3319,10.4,1.4,5.1,3.5,48.0,0
3320,10.4,15.7,7.5,3.06,29.0,0
3321,12.7,4.35,6.0,3.29,15.0,0
3322,12.5,1.8,5.7,3.48,30.0,0
3323,12.0,1.6,7.1,3.14,15.0,0
3324,11.6,2.0,6.9,3.16,13.0,0
3325,12.6,5.0,6.8,3.12,42.0,0
3326,10.2,1.8,6.6,3.15,62.0,0
3327,10.4,1.3,5.8,3.43,11.0,0
3328,11.5,1.0,6.4,3.3,18.0,0
3329,11.0,1.4,6.7,3.02,36.0,0
3330,10.1,8.1,6.7,3.11,45.0,0
3331,10.5,8.6,6.8,3.08,47.0,0
3332,12.1,3.7,6.5,3.23,29.0,0
3333,9.9,5.7,5.1,3.18,42.0,0
3334,11.4,2.35,6.6,3.05,23.0,0
3335,9.5,13.65,6.9,3.0,52.0,0
3336,9.5,13.65,6.9,3.0,52.0,0
3337,9.5,13.65,6.9,3.0,52.0,0
3338,10.9,15.2,7.2,3.17,6.0,0
3339,9.5,4.6,7.6,3.08,23.0,0
3340,12.6,1.2,6.2,3.32,19.0,0
3341,9.5,4.6,7.6,3.08,23.0,0
3342,11.1,6.65,6.5,3.18,34.0,0
3343,9.5,13.55,6.9,3.0,51.0,0
3344,9.5,13.65,6.9,3.0,52.0,0
3345,10.6,9.8,6.8,3.13,64.0,0
3346,10.6,10.3,6.7,3.12,64.0,0
3347,10.8,6.7,6.6,3.15,43.0,0
3348,10.9,15.2,7.2,3.17,6.0,0
3349,9.9,9.9,6.4,3.34,26.0,0
3350,11.3,7.2,7.2,3.08,41.0,0
3351,12.6,1.1,6.0,3.22,47.0,0
3352,12.5,8.3,6.7,2.96,29.0,0
3353,12.4,11.25,6.5,3.02,31.0,0
3354,11.8,12.8,5.9,3.31,29.0,0
3355,12.2,9.65,5.3,3.18,26.0,0
3356,10.7,12.6,6.8,3.19,54.0,0
3357,11.3,12.2,6.0,3.17,25.0,0
3358,12.5,8.3,6.7,2.96,29.0,0
3359,12.4,11.25,6.5,3.02,31.0,0
3360,11.3,1.3,7.1,3.05,12.0,0
3361,9.9,9.9,6.4,3.34,26.0,0
3362,11.3,7.2,7.2,3.08,41.0,0
3363,12.6,1.1,6.0,3.22,47.0,0
3364,11.5,1.1,6.0,3.14,38.0,0
3365,12.3,4.8,7.6,2.98,26.0,0
3366,12.2,1.1,6.2,2.97,31.0,0
3367,13.2,1.4,6.0,3.08,30.0,0
3368,10.2,1.7,6.6,3.13,53.0,0
3369,11.5,10.6,7.0,3.05,32.0,0
3370,13.2,1.4,6.0,3.08,30.0,0
3371,12.2,1.1,6.2,2.97,31.0,0
3372,11.0,5.55,5.6,3.47,51.0,0
3373,13.2,2.1,6.9,2.98,49.0,0
3374,9.5,1.7,5.9,3.32,57.0,0
3375,10.2,9.0,7.8,3.25,38.0,0
3376,10.2,1.7,6.6,3.13,53.0,0
3377,11.4,1.8,7.0,3.0,51.0,0
3378,12.5,4.7,6.1,3.16,56.0,1
3379,9.2,11.3,7.6,3.01,87.0,0
3380,12.1,3.6,6.5,3.28,29.0,0
3381,10.7,6.9,6.9,3.1,51.0,0
3382,12.1,3.6,6.5,3.28,29.0,0
3383,11.2,4.9,6.4,3.38,50.0,0
3384,10.6,6.95,6.8,3.25,42.0,0
3385,11.8,1.9,6.4,3.06,34.0,0
3386,12.5,4.7,6.1,3.16,56.0,1
3387,9.2,11.3,7.6,3.01,87.0,0
3388,12.6,1.8,8.8,2.95,22.0,0
3389,12.8,11.3,6.6,3.13,11.0,0
3390,12.3,8.2,6.9,3.0,35.0,0
3391,12.3,8.3,6.9,2.99,37.0,1
3392,12.4,9.55,6.7,2.98,35.0,0
3393,12.3,8.4,8.0,2.93,35.0,0
3394,9.1,7.8,6.5,3.2,52.0,0
3395,9.1,7.8,6.6,3.2,48.0,0
3396,10.6,10.2,7.4,3.1,43.0,0
3397,10.3,5.5,6.3,3.19,44.0,0
3398,9.5,7.8,6.1,3.39,52.0,0
3399,11.1,7.4,5.6,3.25,25.0,0
3400,10.8,3.3,7.7,3.12,18.0,0
3401,11.2,5.0,8.8,2.94,34.0,0
3402,10.8,3.3,7.7,3.12,18.0,0
3403,11.4,5.0,8.8,2.87,52.0,0
3404,11.2,1.3,5.8,3.21,9.0,0
3405,10.2,1.2,5.8,3.19,14.0,0
3406,11.1,7.4,5.6,3.25,25.0,0
3407,9.5,7.8,6.1,3.39,52.0,0
3408,10.2,9.9,7.1,3.12,63.0,0
3409,11.0,0.7,6.2,3.37,24.0,0
3410,11.5,4.6,8.9,3.15,32.0,0
3411,9.8,5.6,6.0,3.05,37.0,0
3412,10.1,9.5,6.8,3.11,56.0,0
3413,8.8,14.8,6.7,2.95,31.0,0
3414,11.5,4.6,8.9,3.15,32.0,0
3415,12.7,2.1,6.1,3.39,50.0,0
3416,9.8,11.6,7.2,3.1,34.0,0
3417,12.9,1.2,6.7,3.16,18.0,0
3418,9.8,11.6,7.2,3.1,34.0,0
3419,12.7,2.1,6.1,3.39,50.0,0
3420,8.5,20.15,7.6,3.01,30.0,0
3421,12.7,4.7,6.3,3.24,28.0,1
3422,13.1,4.3,6.2,2.98,22.0,1
3423,9.1,14.5,7.1,3.35,48.0,0
3424,12.5,4.9,6.4,3.36,18.0,0
3425,9.1,14.55,7.1,3.34,47.0,0
3426,9.1,14.55,7.1,3.34,47.0,0
3427,11.2,10.05,5.8,3.33,63.0,0
3428,12.5,4.9,6.4,3.36,18.0,0
3429,9.1,14.5,7.1,3.35,48.0,0
3430,9.1,14.55,7.1,3.34,47.0,0
3431,9.1,15.25,7.1,3.34,45.0,0
3432,11.5,3.15,7.8,3.24,41.0,0
3433,12.9,1.3,6.2,3.05,30.0,0
3434,12.5,5.2,8.2,2.95,19.0,0
3435,12.3,1.1,6.5,3.25,26.0,0
3436,11.4,7.1,6.9,3.1,20.0,0
3437,9.4,8.8,6.7,3.22,24.0,0
3438,9.1,18.5,6.7,3.11,65.0,0
3439,9.4,8.8,6.7,3.22,24.0,0
3440,12.0,1.4,6.8,3.16,35.0,0
3441,11.1,1.2,7.1,3.18,31.0,0
3442,11.8,5.0,5.9,3.1,14.0,0
3443,11.4,1.6,6.0,3.24,36.0,0
3444,9.1,18.75,6.7,3.11,65.0,0
3445,12.1,6.0,6.6,3.19,59.0,1
3446,10.4,9.4,7.3,3.15,34.0,0
3447,9.2,9.7,6.0,3.12,33.0,0
3448,13.0,4.75,6.7,3.29,29.0,0
3449,12.1,6.0,6.6,3.19,59.0,1
3450,11.5,5.35,6.6,2.93,43.0,0
3451,11.5,5.35,6.6,2.93,43.0,0
3452,10.0,6.8,8.0,3.23,13.0,0
3453,11.1,6.9,5.6,3.25,23.0,0
3454,12.4,1.4,5.8,3.26,40.0,0
3455,12.2,0.9,7.3,2.9,29.0,0
3456,10.6,1.2,6.0,3.06,60.0,0
3457,11.1,1.3,6.1,3.41,55.0,0
3458,13.9,2.6,5.8,3.36,17.0,0
3459,9.2,12.0,7.6,2.99,68.0,0
3460,10.5,9.85,6.8,2.98,41.0,0
3461,11.3,3.85,6.7,3.04,105.0,1
3462,12.9,2.0,6.8,3.24,38.0,0
3463,12.9,1.6,6.2,3.26,40.0,0
3464,9.6,7.8,6.9,3.12,52.0,0
3465,12.9,1.9,6.8,3.25,41.0,0
3466,12.9,2.0,6.8,3.24,38.0,0
3467,8.8,10.3,6.6,3.04,54.0,0
3468,13.2,1.1,6.6,3.23,27.0,1
3469,9.2,12.0,7.6,2.99,68.0,0
3470,11.3,3.85,6.7,3.04,105.0,1
3471,10.5,9.85,6.8,2.98,41.0,0
3472,10.5,2.0,6.7,3.3,24.0,0
3473,12.6,4.0,6.5,3.2,37.0,1
3474,9.5,1.1,6.5,3.05,36.0,0
3475,9.8,10.4,6.2,3.31,22.0,0
3476,13.4,6.1,6.2,3.04,19.0,1
3477,11.8,1.8,7.6,3.05,39.0,0
3478,9.8,10.4,6.2,3.31,22.0,0
3479,13.1,4.7,5.9,3.22,34.0,0
3480,12.6,4.0,6.5,3.2,37.0,1
3481,10.4,1.1,5.8,3.26,36.0,0
3482,13.4,6.4,5.4,3.22,20.0,1
3483,13.0,8.15,6.1,3.06,14.0,0
3484,13.4,6.1,6.2,3.04,19.0,1
3485,10.2,4.8,7.5,3.11,39.0,0
3486,11.7,1.2,6.9,3.07,16.0,0
3487,9.5,1.1,6.5,3.05,36.0,0
3488,11.7,1.4,7.8,3.03,25.0,0
3489,11.4,7.4,6.7,3.04,7.0,1
3490,11.8,1.8,7.6,3.05,39.0,0
3491,11.2,1.0,8.0,3.09,24.0,0
3492,13.0,15.5,6.0,3.19,31.0,0
3493,13.0,15.5,6.0,3.19,31.0,0
3494,10.9,8.4,6.7,3.34,42.0,0
3495,11.6,2.4,6.3,3.14,38.0,0
3496,11.3,3.95,6.0,3.3,61.0,0
3497,12.0,19.95,7.7,3.29,42.0,0
3498,10.5,2.0,6.4,3.38,18.0,0
3499,13.1,3.0,6.1,3.31,30.0,0
3500,13.0,15.5,6.0,3.19,31.0,0
3501,10.9,8.4,6.7,3.34,42.0,0
3502,9.1,14.3,6.7,3.14,30.0,0
3503,13.4,4.2,6.9,3.18,21.0,0
3504,11.5,1.4,6.5,3.33,29.0,0
3505,11.2,3.0,6.0,3.38,26.0,0
3506,10.9,4.9,7.5,3.36,21.0,0
3507,13.5,2.4,7.1,3.19,35.0,0
3508,9.1,14.3,6.7,3.14,30.0,0
3509,9.9,10.7,6.4,3.17,66.0,0
3510,10.5,11.0,7.0,2.98,75.0,0
3511,11.7,1.4,6.5,3.18,22.0,0
3512,11.0,1.2,6.3,3.49,30.0,0
3513,13.0,12.9,7.9,2.99,13.0,0
3514,13.6,10.8,7.7,2.93,28.0,0
3515,12.3,1.3,6.8,3.08,22.0,0
3516,13.3,2.0,7.2,3.25,61.0,0
3517,13.7,1.8,6.6,3.08,38.0,0
3518,11.1,1.2,7.5,3.19,26.0,0
3519,13.4,7.5,6.9,3.23,46.0,0
3520,9.1,9.7,6.0,3.05,101.0,0
3521,11.3,3.8,5.9,3.31,61.0,0
3522,9.4,7.2,6.6,3.2,55.0,0
3523,9.1,9.7,6.0,3.05,101.0,0
3524,11.6,6.3,5.3,3.37,40.0,0
3525,11.6,6.3,5.3,3.37,40.0,0
3526,12.4,0.8,8.9,3.01,29.0,0
3527,9.8,8.6,7.6,3.11,65.0,0
3528,11.1,6.3,6.9,3.09,19.0,0
3529,13.1,3.1,7.1,3.26,28.0,0
3530,9.7,7.2,7.2,3.14,45.0,0
3531,9.2,7.1,6.4,3.15,49.0,0
3532,11.7,6.4,7.2,3.1,17.0,0
3533,10.6,14.7,6.6,3.14,50.0,0
3534,9.7,7.2,7.2,3.14,45.0,0
3535,9.2,7.1,6.4,3.15,49.0,0
3536,10.9,1.9,7.2,3.1,30.0,0
3537,10.1,1.2,6.2,3.23,28.0,0
3538,12.2,4.8,6.5,3.17,54.0,0
3539,12.7,1.2,7.2,3.03,27.0,0
3540,13.0,3.4,7.8,2.98,27.0,0
3541,11.2,4.3,8.1,3.16,43.0,0
3542,9.4,8.5,6.6,3.2,46.0,0
3543,11.0,1.8,6.0,3.41,49.0,0
3544,11.0,1.8,6.0,3.41,49.0,0
3545,9.2,19.5,7.3,3.1,69.0,0
3546,9.4,8.5,6.6,3.2,46.0,0
3547,9.2,19.9,7.3,3.1,69.0,0
3548,12.3,8.3,6.2,3.22,24.0,0
3549,11.0,1.8,6.0,3.41,49.0,0
3550,10.0,1.1,7.2,3.04,48.0,0
3551,9.0,16.65,5.7,3.24,39.0,0
3552,9.0,16.65,5.7,3.24,39.0,0
3553,9.0,16.65,5.7,3.24,39.0,0
3554,11.1,0.9,8.1,2.92,49.0,0
3555,9.9,6.1,5.8,3.06,27.0,0
3556,12.2,10.2,4.8,3.66,17.0,0
3557,11.1,0.9,8.1,2.92,49.0,0
3558,9.0,16.65,5.7,3.24,39.0,0
3559,11.8,3.85,7.5,3.01,5.0,0
3560,12.9,4.4,6.6,3.11,19.0,0
3561,9.0,4.5,7.0,2.86,23.0,0
3562,12.4,3.2,7.6,3.01,42.0,0
3563,9.0,4.5,7.0,2.86,23.0,0
3564,12.9,4.4,6.6,3.11,19.0,0
3565,11.2,9.7,8.0,2.99,15.0,0
3566,12.6,4.2,7.6,3.0,7.0,0
3567,11.5,4.2,6.9,3.12,20.0,0
3568,11.3,1.1,7.8,3.07,31.0,0
3569,11.2,9.7,8.0,2.99,15.0,0
3570,11.5,4.2,6.9,3.12,20.0,0
3571,10.5,5.6,5.9,3.32,8.0,0
3572,12.6,4.2,7.6,3.0,7.0,0
3573,11.9,1.6,7.8,3.15,20.0,0
3574,10.1,1.6,8.1,3.18,24.0,0
3575,11.0,1.1,6.8,3.15,32.0,0
3576,10.6,14.6,7.4,3.14,35.0,0
3577,11.3,2.6,7.3,3.04,39.0,0
3578,11.2,1.2,6.7,3.1,5.0,0
3579,11.5,7.25,7.4,2.94,14.0,0
3580,11.1,6.55,7.5,2.92,33.0,0
3581,12.8,7.0,7.2,3.14,19.0,0
3582,12.3,1.5,6.3,3.3,12.0,0
3583,10.4,1.4,7.7,3.26,15.0,0
3584,11.5,7.25,7.4,2.94,14.0,0
3585,11.7,1.0,7.0,3.16,42.0,0
3586,10.7,4.2,5.8,3.35,52.0,0
3587,9.5,17.5,6.8,2.85,21.0,0
3588,9.5,17.5,6.8,2.85,21.0,0
3589,9.5,17.5,6.8,2.85,21.0,0
3590,12.0,1.5,6.6,3.18,37.0,0
3591,10.8,1.3,6.4,3.31,28.0,0
3592,10.7,3.9,5.6,3.35,52.0,0
3593,10.7,4.2,5.6,3.35,52.0,0
3594,10.7,7.6,6.8,3.12,37.0,0
3595,12.1,1.0,7.2,3.12,40.0,0
3596,11.9,1.1,6.6,3.0,55.0,0
3597,10.8,11.8,6.6,3.18,54.0,0
3598,12.3,1.4,5.8,3.59,65.0,0
3599,9.4,9.7,6.6,3.3,49.0,0
3600,9.9,12.9,6.8,3.2,32.0,0
3601,10.4,1.6,6.6,3.35,29.0,0
3602,10.4,7.2,6.6,3.35,28.0,0
3603,12.6,7.1,7.0,3.15,37.0,0
3604,12.5,1.9,7.4,2.93,31.0,0
3605,9.4,8.8,6.7,3.04,35.0,0
3606,9.2,7.2,6.4,3.11,41.0,0
3607,11.2,1.4,6.8,3.27,30.0,0
3608,9.2,14.3,7.0,2.91,27.0,0
3609,9.2,14.3,7.0,2.91,27.0,0
3610,9.4,8.8,6.7,3.04,35.0,0
3611,11.2,1.4,6.8,3.27,30.0,0
3612,10.8,1.8,6.8,3.27,31.0,0
3613,9.2,14.3,7.0,2.91,27.0,0
3614,9.2,7.2,6.4,3.11,41.0,0
3615,12.5,1.2,7.2,2.96,11.0,0
3616,9.3,11.8,7.7,3.0,66.0,0
3617,11.4,0.9,7.0,3.21,20.0,0
3618,10.0,12.6,7.1,3.04,48.0,0
3619,10.6,26.05,6.8,3.06,27.0,0
3620,10.7,4.7,6.3,3.07,108.0,0
3621,10.0,12.6,7.1,3.04,48.0,0
3622,12.5,1.2,7.2,2.96,11.0,0
3623,10.6,26.05,6.8,3.06,27.0,0
3624,12.8,6.1,6.6,3.19,12.0,0
3625,9.3,11.8,7.7,3.0,66.0,0
3626,11.4,0.9,7.0,3.21,20.0,0
3627,9.5,5.6,6.4,3.24,61.0,0
3628,9.5,5.3,6.4,3.24,57.0,0
3629,9.5,5.7,6.4,3.24,61.0,0
3630,10.8,8.0,6.6,3.06,21.0,0
3631,10.8,8.0,6.6,3.06,21.0,0
3632,8.8,17.6,6.5,3.2,34.0,0
3633,10.8,8.0,6.6,3.06,21.0,0
3634,11.0,8.8,7.6,3.08,57.0,0
3635,12.4,1.5,5.8,3.29,33.0,0
3636,11.3,1.4,6.5,3.25,12.0,0
3637,11.2,4.8,8.7,3.12,23.0,0
3638,12.5,2.4,6.4,3.24,34.0,0
3639,10.0,3.7,6.7,3.12,32.0,0
3640,11.0,4.9,6.8,3.12,42.0,0
3641,10.5,5.7,6.0,3.16,56.0,0
3642,10.5,5.7,6.0,3.16,56.0,0
3643,11.0,4.9,6.8,3.12,42.0,0
3644,11.4,2.0,6.4,3.12,30.0,0
3645,11.3,5.1,5.9,3.16,50.0,0
3646,12.2,4.5,7.2,2.97,10.0,0
3647,12.6,3.2,6.4,2.9,31.0,0
3648,11.1,6.65,7.3,2.9,30.0,0
3649,12.3,1.6,7.0,3.26,34.0,0
3650,10.4,4.0,6.9,2.92,6.0,0
3651,8.8,17.75,6.3,3.13,51.0,0
3652,9.5,1.4,6.6,3.27,17.0,0
3653,8.8,17.75,6.3,3.13,51.0,0
3654,10.4,7.2,6.8,3.42,17.0,0
3655,13.0,5.7,6.8,3.11,27.0,0
3656,12.2,8.5,7.1,3.16,25.0,0
3657,10.5,11.4,5.7,3.03,49.0,1
3658,10.8,5.4,5.8,3.33,41.0,0
3659,13.2,2.7,5.4,3.2,34.0,1
3660,13.0,4.3,5.8,3.16,46.0,1
3661,10.0,1.2,6.7,3.5,26.0,0
3662,10.4,1.8,6.1,3.42,11.0,0
3663,12.4,1.3,6.5,3.16,59.0,0
3664,12.9,5.7,5.0,3.27,54.0,1
3665,13.2,2.7,5.4,3.2,34.0,1
3666,10.5,11.7,6.8,3.02,61.0,0
3667,13.0,4.3,5.8,3.16,46.0,1
3668,11.2,11.0,6.5,3.07,2.0,0
3669,12.7,1.6,5.9,3.41,41.0,0
3670,9.4,11.6,6.2,3.14,61.0,0
3671,12.9,6.2,6.8,3.03,29.0,0
3672,13.0,1.8,7.3,2.96,26.0,1
3673,13.6,1.2,5.4,3.31,25.0,0
3674,9.1,1.0,6.6,3.32,26.0,0
3675,10.4,2.4,5.6,3.25,42.0,0
3676,13.6,1.2,5.3,3.31,25.0,0
3677,12.2,8.2,6.9,3.28,29.0,0
3678,8.7,18.8,7.2,3.1,19.0,0
3679,10.5,9.6,7.1,3.04,19.0,0
3680,10.2,12.9,6.8,3.24,79.5,0
3681,12.5,9.2,7.0,3.06,37.0,1
3682,11.3,1.2,6.4,3.11,39.0,0
3683,10.2,12.9,6.8,3.24,79.5,0
3684,12.6,8.0,6.8,3.13,33.0,0
3685,10.2,12.9,6.8,3.24,79.5,0
3686,9.8,1.6,7.6,3.09,27.0,0
3687,10.8,12.0,6.0,3.15,39.0,0
3688,12.5,2.5,7.1,3.32,41.0,0
3689,12.5,9.2,7.0,3.06,37.0,1
3690,11.5,4.4,5.6,3.3,37.0,0
3691,11.4,8.8,7.4,2.98,23.0,0
3692,10.5,9.6,7.1,3.04,19.0,0
3693,12.6,8.0,6.8,3.13,33.0,0
3694,8.7,18.8,7.2,3.1,19.0,0
3695,11.0,1.3,6.4,3.17,61.0,0
3696,11.3,1.2,6.4,3.11,39.0,0
3697,10.2,12.9,6.8,3.24,79.5,0
3698,11.6,1.2,6.3,3.06,32.0,0
3699,9.8,1.6,7.6,3.09,27.0,0
3700,10.1,1.5,7.0,3.1,24.0,0
3701,9.2,18.15,6.6,3.06,23.0,0
3702,9.1,13.1,7.5,3.05,26.0,0
3703,9.1,13.1,7.5,3.05,26.0,0
3704,9.1,13.1,7.5,3.05,26.0,0
3705,9.1,13.1,7.5,3.05,26.0,0
3706,11.7,1.0,6.6,2.96,45.0,0
3707,12.6,1.6,6.7,3.23,29.0,0
3708,9.0,11.8,7.7,2.86,61.0,0
3709,10.1,1.4,6.7,3.12,53.0,0
3710,13.6,1.0,4.7,3.3,5.0,0
3711,9.1,13.1,7.5,3.05,26.0,0
3712,9.2,10.6,6.3,3.09,57.0,0
3713,8.8,10.4,6.6,3.12,45.0,0
3714,10.0,1.1,8.5,2.83,34.0,0
3715,9.1,7.4,6.5,3.47,20.0,0
3716,11.2,1.2,6.8,3.04,29.0,0
3717,9.2,3.4,6.3,3.11,20.0,0
3718,9.2,18.15,6.6,3.06,23.0,0
3719,9.5,8.0,6.6,3.18,54.0,0
3720,11.9,2.5,6.3,3.35,40.0,0
3721,9.8,2.0,7.7,3.11,28.0,0
3722,9.8,2.0,7.7,3.11,29.0,0
3723,10.8,6.9,5.7,3.36,46.0,0
3724,11.3,1.2,5.4,3.37,29.0,0
3725,12.1,9.4,6.6,3.17,13.0,0
3726,11.3,2.9,4.8,3.38,22.0,0
3727,10.8,6.9,5.7,3.36,46.0,0
3728,13.5,5.4,6.2,3.36,21.0,0
3729,10.3,1.3,7.5,3.28,11.0,0
3730,9.0,20.8,6.2,3.11,58.0,0
3731,11.6,10.3,7.0,3.08,51.0,0
3732,10.3,1.3,7.5,3.28,11.0,0
3733,12.5,1.6,6.5,3.21,39.0,0
3734,8.6,13.1,6.0,3.39,28.0,0
3735,13.4,1.8,6.1,3.19,34.0,0
3736,12.7,8.0,6.5,3.22,18.0,0
3737,9.2,1.6,7.1,2.97,65.0,0
3738,10.2,1.4,5.6,3.32,18.0,0
3739,9.0,14.7,7.0,2.96,29.0,0
3740,9.0,14.7,7.0,2.96,29.0,0
3741,9.0,14.7,7.0,2.96,29.0,0
3742,9.0,14.7,7.0,2.96,29.0,0
3743,9.0,14.7,7.0,2.96,29.0,0
3744,9.0,14.7,7.0,2.96,29.0,0
3745,9.0,14.7,7.0,2.96,29.0,0
3746,11.9,1.8,7.4,3.02,45.0,0
3747,9.0,10.6,6.8,2.89,67.0,0
3748,9.0,12.5,6.2,3.3,47.0,0
3749,11.0,6.8,6.3,3.43,40.0,0
3750,9.0,14.7,7.0,2.96,29.0,0
3751,10.0,2.9,5.5,3.28,10.0,0
3752,10.7,1.4,6.5,3.29,25.0,0
3753,10.7,1.4,6.6,3.29,24.0,0
3754,13.4,2.1,5.4,3.39,29.0,1
3755,11.0,7.4,7.8,2.99,47.0,0
3756,10.0,2.9,5.5,3.28,10.0,0
3757,10.7,1.4,6.5,3.29,25.0,0
3758,10.7,1.4,6.6,3.29,24.0,0
3759,11.0,7.4,7.8,2.99,47.0,0
3760,11.0,5.0,7.8,2.99,31.0,0
3761,11.1,2.5,6.1,3.16,22.0,0
3762,10.9,6.1,7.4,2.79,10.0,0
3763,11.5,2.7,6.7,3.03,22.0,0
3764,13.4,2.1,5.4,3.39,29.0,1
3765,9.4,12.9,6.9,3.08,59.0,0
3766,9.4,12.9,6.9,3.08,59.0,0
3767,9.4,12.9,6.9,3.08,59.0,0
3768,10.6,13.7,6.3,3.17,53.0,0
3769,9.4,12.9,6.9,3.08,59.0,0
3770,12.0,2.4,7.4,3.03,15.0,0
3771,10.2,9.8,6.1,3.14,61.0,0
3772,10.6,13.7,6.3,3.17,53.0,0
3773,13.5,1.3,5.0,3.26,65.0,0
3774,9.7,12.1,6.7,3.31,61.0,0
3775,12.2,6.1,6.5,3.24,41.0,0
3776,12.3,7.7,6.9,3.11,29.0,0
3777,12.2,6.1,6.5,3.24,41.0,0
3778,11.4,1.4,6.3,3.42,38.0,0
3779,12.7,7.7,6.5,3.2,31.0,0
3780,9.7,12.1,6.7,3.31,61.0,0
3781,10.8,6.8,7.4,3.13,31.0,0
3782,11.0,9.2,7.6,3.08,23.0,0
3783,9.5,8.3,6.4,3.18,52.0,0
3784,10.1,17.4,6.5,3.2,29.0,0
3785,13.2,2.7,5.6,3.46,11.0,0
3786,8.8,12.8,7.4,3.02,61.5,0
